Test Description,Size,Method,Iteration,Time (ms),GC Time (ms),Allocated (MB),Copied (MB),Max Live Gen 1 (MB),Peak (MB)
DPS interface for compact regions/map on List,2^22,mapTRS.copyCR,8,849.0,718.0,704.2575607299805,1236.481071472168,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRS.copyCR,9,846.0,715.0,704.2575607299805,1236.481071472168,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRS.copyCR,10,850.0,718.0,704.2575607299805,1236.481071472168,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,1,796.0,716.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,2,804.0,724.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,3,799.0,720.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,4,800.0,719.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,5,845.0,757.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,6,808.0,727.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,7,794.0,714.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,8,790.0,711.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,9,796.0,716.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.force,10,796.0,717.0,544.1017150878906,1236.4793319702148,160.03160095214844,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,1,857.0,725.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,2,848.0,717.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,3,856.0,723.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,4,857.0,726.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,5,848.0,717.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,6,844.0,713.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,7,852.0,720.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,8,847.0,717.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,9,857.0,726.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRSH.copyCR,10,856.0,724.0,704.2581634521484,1236.478660583496,160.0628662109375,519
DPS interface for compact regions/map on List,2^22,mapTRST.force,1,1059.0,949.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,2,999.0,893.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,3,992.0,886.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,4,994.0,888.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,5,1000.0,893.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,6,995.0,889.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,7,1000.9999999999999,895.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,8,997.0,891.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,9,1000.0,893.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.force,10,991.0,885.0,672.1021575927734,1610.6741256713867,288.02964782714844,724
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,1,1052.0,891.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,2,1045.0,886.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,3,1037.0,877.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,4,1057.0,896.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,5,1052.0,890.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,6,1195.0,1000.9999999999999,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,7,1660.0,1417.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,8,1532.0,1303.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,9,1536.0,1305.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapTRST.copyCR,10,1517.0,1291.0,832.2586059570312,1609.1882019042969,288.0609130859375,723
DPS interface for compact regions/map on List,2^22,mapDpsTRL,1,710.0,506.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,2,688.0,489.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,3,692.0,493.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,4,692.0,493.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,5,688.0,489.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,6,691.0,490.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,7,691.0,492.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,8,691.0,492.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,9,693.0,495.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRL,10,687.0,489.0,640.2570724487305,515.3376159667969,160.12313842773438,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,1,672.0,491.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,2,678.0,495.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,3,738.0,508.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,4,700.0,513.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,5,673.0,492.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,6,664.0,485.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,7,687.0,506.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,8,667.0,487.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,9,664.0,484.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsTRS,10,670.0,489.0,512.2576370239258,513.226188659668,160.10862731933594,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,1,1569.0,1262.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,2,1551.0,1248.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,3,1560.0,1255.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,4,1159.0,939.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,5,1082.0,869.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,6,1081.0,868.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,7,1073.0,859.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,8,1075.0,863.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,9,1141.0,920.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldL,10,1094.0,878.0,1063.7271728515625,1196.6693954467773,278.00060272216797,590
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,1,1061.0,863.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,2,1067.0,869.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,3,1071.0,871.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,4,1079.0,879.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,5,1084.0,880.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,6,1069.0,870.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,7,1061.0,863.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,8,1062.0,864.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,9,1075.0,876.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldLS,10,1065.0,867.0,935.7280807495117,1193.6669616699219,278.00060272216797,588
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,1,475.0,336.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,2,488.0,348.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,3,477.0,339.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,4,478.0,339.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,5,474.0,336.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,6,514.0,368.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,7,482.0,342.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,8,480.0,341.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,9,487.0,348.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldSL,10,484.0,344.0,704.2600173950195,514.0756149291992,160.11868286132812,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,1,464.0,338.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,2,465.0,339.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,3,463.0,337.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,4,471.0,345.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,5,463.0,337.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,6,465.0,339.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,7,468.0,340.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,8,468.0,342.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,9,465.0,339.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^22,mapDpsFoldS,10,467.0,339.0,576.2605438232422,513.2187118530273,160.1088638305664,373
DPS interface for compact regions/map on List,2^25,mapL.force,1,4472.0,3974.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,2,4402.0,3913.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,3,4399.0,3913.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,4,4409.0,3924.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,5,4393.0,3907.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,6,4375.0,3899.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,7,4418.0,3928.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,8,5451.0,4829.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,9,6280.0,5621.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.force,10,6244.0,5586.0,5632.09952545166,6542.798858642578,1280.0316162109375,3867
DPS interface for compact regions/map on List,2^25,mapL.copyCR,1,5462.0,4040.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,2,5454.0,4035.9999999999995,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,3,4443.0,3426.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,4,3851.0,2866.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,5,3878.0,2890.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,6,3843.0,2849.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,7,3828.0,2840.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,8,3889.0,2871.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,9,3848.0,2850.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapL.copyCR,10,3831.0,2838.0,6913.224723815918,4461.777015686035,1280.7412796020508,2913
DPS interface for compact regions/map on List,2^25,mapS.force,1,6330.0,5610.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,2,6345.0,5626.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,3,6329.0,5613.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,4,6460.0,5726.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,5,8413.0,7474.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,6,8938.0,7972.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,7,8861.0,7915.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,8,8446.0,7530.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,9,6251.0,5540.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.force,10,6259.0,5556.0,4381.474784851074,8236.489379882812,1309.0296478271484,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,1,6650.0,5601.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,2,6667.0,5615.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,3,6661.0,5608.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,4,6663.0,5605.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,5,6757.0,5688.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,6,6678.0,5630.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,7,6688.0,5634.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,8,7203.0,6020.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,9,9578.0,8103.999999999999,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapS.copyCR,10,9492.0,8029.0,5662.599983215332,8236.487518310547,1309.0609130859375,4075
DPS interface for compact regions/map on List,2^25,mapSH.force,1,6006.0,5452.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,2,5328.0,4857.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,3,4242.0,3829.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,4,4239.0,3826.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,5,4273.0,3857.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,6,4299.0,3883.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,7,4309.0,3889.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,8,4250.0,3839.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,9,4285.0,3872.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.force,10,4321.0,3901.0,4608.10026550293,6542.965217590332,1280.031593322754,3868
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,1,3769.0,2897.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,2,3735.0,2881.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,3,3731.0,2879.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,4,3766.0,2888.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,5,3819.0,2940.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,6,3776.0,2895.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,7,4100.0,3035.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,8,5351.0,4138.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,9,5321.0,4111.0,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapSH.copyCR,10,5276.0,4062.9999999999995,5889.2254638671875,4461.349449157715,1280.7268829345703,2913
DPS interface for compact regions/map on List,2^25,mapST.force,1,10069.0,9015.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,2,7663.0,6827.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,3,7125.0,6321.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,4,7168.0,6356.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,5,7179.0,6370.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,6,7197.0,6382.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,7,7278.0,6464.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,8,7188.0,6379.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,9,7655.0,6759.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.force,10,10407.0,9335.0,5405.4755859375,10414.967819213867,2040.6077728271484,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,1,10999.0,9237.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,2,9667.0,8274.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,3,7672.0,6434.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,4,7725.0,6487.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,5,7783.0,6527.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,6,7708.0,6460.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,7,7970.0,6724.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,8,7719.0,6473.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,9,7728.0,6478.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapST.copyCR,10,8397.0,6829.0,6686.600784301758,10736.978439331055,2040.6390380859375,4570
DPS interface for compact regions/map on List,2^25,mapTRL.force,1,11749.0,10645.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,2,11940.0,10850.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,3,10533.0,9564.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,4,8151.999999999999,7337.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,5,8176.0,7357.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,6,8291.0,7468.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,7,8590.0,7766.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,8,8229.0,7404.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,9,8209.0,7388.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.force,10,8784.0,7865.0,5376.101005554199,13634.549453735352,2304.0296478271484,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,1,12477.0,10672.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,2,12451.0,10654.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,3,9409.0,8109.999999999999,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,4,8644.0,7390.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,5,8643.0,7389.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,6,8672.0,7415.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,7,8721.0,7465.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,8,8698.0,7442.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,9,8675.0,7413.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRL.copyCR,10,12266.0,10488.0,6657.226203918457,13632.747467041016,2304.0609130859375,5907
DPS interface for compact regions/map on List,2^25,mapTRS.force,1,9454.0,8631.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
DPS interface for compact regions/map on List,2^25,mapTRS.force,2,9513.0,8698.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
DPS interface for compact regions/map on List,2^25,mapTRS.force,3,6722.0,6105.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
DPS interface for compact regions/map on List,2^25,mapTRS.force,4,6620.0,6015.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
DPS interface for compact regions/map on List,2^25,mapTRS.force,5,6649.0,6034.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
DPS interface for compact regions/map on List,2^25,mapTRS.force,6,6596.0,5986.0,4352.101387023926,10615.00415802002,1280.0316009521484,4127
