Test Description,Size,Method,Iteration,Time (ms),GC Time (ms),Allocated (MB),Copied (MB),Max Live Gen 1 (MB),Peak (MB)
DPS interface for compact regions/map on List,2^13,mapTRS.force,10,3.0,0.0,1.1630630493164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,1,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,2,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,3,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,4,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,5,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,6,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,7,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,8,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,9,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRS.copyCR,10,3.0,0.0,1.5070114135742188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,1,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,2,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,3,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,4,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,5,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,6,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,7,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,8,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,9,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.force,10,3.0,0.0,1.163665771484375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,1,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,2,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,3,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,4,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,5,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,6,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,7,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,8,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,9,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRSH.copyCR,10,3.0,0.0,1.5076141357421875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,1,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,2,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,3,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,4,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,5,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,6,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,7,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,8,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,9,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.force,10,3.0,0.0,1.4141082763671875,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,1,3.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,2,3.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,3,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,4,3.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,5,3.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,6,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,7,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,8,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,9,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapTRST.copyCR,10,4.0,0.0,1.758056640625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,1,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,2,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,3,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,4,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,5,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,6,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,7,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,8,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,9,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRL,10,3.0,0.0,1.3815231323242188,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,1,3.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,2,3.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,3,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,4,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,5,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,6,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,7,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,8,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,9,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsTRS,10,2.0,0.0,1.1320877075195312,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,1,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,2,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,3,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,4,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,5,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,6,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,7,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,8,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,9,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldL,10,3.0,0.0,2.19537353515625,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,1,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,2,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,3,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,4,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,5,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,6,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,7,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,8,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,9,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldLS,10,3.0,0.0,1.9462814331054688,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,1,3.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,2,2.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,3,3.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,4,3.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,5,2.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,6,2.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,7,3.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,8,2.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,9,3.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldSL,10,2.0,0.0,1.5094680786132812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,1,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,2,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,3,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,4,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,5,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,6,3.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,7,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,8,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,9,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^13,mapDpsFoldS,10,2.0,0.0,1.2599945068359375,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/map on List,2^16,mapL.force,1,8.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,2,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,3,8.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,4,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,5,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,6,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,7,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,8,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,9,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.force,10,7.0,4.0,11.098976135253906,4.672935485839844,2.5316162109375,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,1,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,2,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,3,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,4,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,5,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,6,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,7,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,8,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,9,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapL.copyCR,10,8.0,3.0,13.630424499511719,3.3853378295898438,2.5566940307617188,11
DPS interface for compact regions/map on List,2^16,mapS.force,1,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,2,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,3,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,4,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,5,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,6,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,7,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,8,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,9,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.force,10,6.0,2.0,8.630485534667969,2.1726150512695312,0.034820556640625,10
DPS interface for compact regions/map on List,2^16,mapS.copyCR,1,8.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,2,8.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,3,8.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,4,7.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,5,8.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,6,7.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,7,7.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,8,7.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,9,8.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapS.copyCR,10,7.0,2.0,11.161933898925781,2.2393646240234375,2.5669479370117188,12
DPS interface for compact regions/map on List,2^16,mapSH.force,1,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,2,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,3,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,4,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,5,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,6,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,7,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,8,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,9,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.force,10,7.0,4.0,9.099716186523438,4.672782897949219,2.5315933227539062,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,1,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,2,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,3,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,4,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,5,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,6,8.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,7,8.0,3.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,8,8.0,3.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,9,8.0,3.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapSH.copyCR,10,7.0,2.0,11.63116455078125,2.807098388671875,2.5409698486328125,11
DPS interface for compact regions/map on List,2^16,mapST.force,1,9.0,5.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,2,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,3,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,4,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,5,10.0,5.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,6,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,7,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,8,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,9,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.force,10,9.0,4.0,10.63128662109375,6.552818298339844,4.442817687988281,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,1,10.0,5.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,2,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,3,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,4,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,5,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,6,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,7,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,8,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,9,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapST.copyCR,10,10.0,4.0,13.162734985351562,6.552581787109375,4.4739227294921875,14
DPS interface for compact regions/map on List,2^16,mapTRL.force,1,9.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,2,8.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,3,8.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,4,9.0,5.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,5,9.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,6,9.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,7,8.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,8,8.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,9,9.0,4.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.force,10,9.0,5.0,10.600456237792969,6.603248596191406,4.4619903564453125,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,1,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,2,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,3,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,4,10.0,5.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,5,10.0,5.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,6,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,7,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,8,10.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,9,9.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRL.copyCR,10,9.0,4.0,13.131904602050781,6.6030731201171875,4.4931640625,13
DPS interface for compact regions/map on List,2^16,mapTRS.force,1,7.0,3.0,8.600837707519531,4.672882080078125,2.5316009521484375,11
DPS interface for compact regions/map on List,2^16,mapTRS.force,2,7.0,3.0,8.600837707519531,4.672882080078125,2.5316009521484375,11
